Rank	Protein	Mean rank	Overlapping Proteins
289	ACVR2B	234	CDKN1C,LRRK2,PTPRO,NOS1,MYH10,TNS1,PDGFRB,IRX1,PDGFRA,DAXX,PKLR,PLCL1,MAGI2,PROX1,PDZK1,PTPN13,HSPG2,CIT,PARD3B,GAP43,GJB1,HNRNPK,PLCB4,TH,MAP1B,PARD3,LHX1,PLCB1
290	NEK6	234.4	RB1,TOP2A,PDGFRB,RANBP2,PDGFRA,UHRF1,NCAPG,PLEKHA7,CIT,KIF15,CENPF,LATS2,DDAH1,NASP,LZTS2,MET
291	SCYL2	235.1	RB1,RANBP2,PDGFRA,GK,LRRK2,ATP1B1,FTCD,CIT,TGOLN2,BCLAF1,HNRNPK,LATS2,GSTA1,PLCB1,MYH10,MET
292	CDK8	235.8	RB1,CDKN1C,LRRK2,PLCL1,FOXI1,WIZ,ACSM2A,ATP1B1,SOD3,PLEKHA7,CIT,AKAP12,ILF3,LATS2,PLCB4,KIF4A,PCK1,ARHGEF7,PLCB1,ARHGEF6
293	GUCY2C	236.3	RB1,PKLR,SORD,CALML3,PDZK1,CIT,VIL1,SLC9A3,SLC9A4,KCNMA1,BLNK,CA9,NOS1,ACAA1,FBP1,MET,PLEC
294	STK38	236.7	RB1,TOP2A,LRRK2,FOXI1,WIZ,ELFN2,HSPD1,PTDSS1,EPB41L3,ZNF687,MYH10,TNS1,PDGFRB,PDGFRA,DAXX,DST,MYO7B,MICAL3,AP3D1,ZFP91,ATP1B1,DUSP9,CIT,PARD3B,LATS2,PARD3,GPD1,ATP6V1B2,MET
295	HIPK3	237.6	RB1,PDGFRB,PDGFRA,DAXX,CRYBG1,GK,LRRK2,PLCL1,ANK2,ANK3,ATP1B1,DUSP9,ANK1,CIT,MZT2B,PCM1,LATS2,PARD3,NHS,ARHGEF6,TNS1
296	IKBKE	239	UHRF1,LRRK2,PTPRO,ELFN2,PDLIM2,PRX,BPNT1,MYH10,PKLR,PLCL1,USP2,PDZK1,PTPN13,ANK1,HSPG2,CIT,PARD3B,MZT2B,LATS2,PLCB4,NASP,PARD3,ALPK2,PLCB1,ARHGEF7,ARHGEF6
297	MOS	239.5	LRRK2,PTPRO,FOXI1,NCAPG,FMN2,LZTS2,PDGFRB,PDGFRA,PKLR,PLCL1,ANK2,ANK3,PDZK1,PROX1,PTPN13,ANK1,HSPG2,DUSP9,MLF1,PARD3B,LATS2,PLCB4,PARD3,PLCB1
298	STK24	239.6	PDGFRB,PDGFRA,SLC12A3,LRRK2,SLC12A1,NPY1R,SLC4A4,DUSP9,CIT,SLC9A3,LATS2,GPD1,BSND,SLC25A5,ARHGEF7,NEFH,MET,WRAP53,TNS1
299	GRK6	239.6	RB1,PDGFRB,GSTM3,PDGFRA,DAXX,LRRK2,NPY1R,CALML3,PDZK1,MLF1,CIT,LATS2,TH,NOS1,ARHGEF7,PLCB1,ARHGEF6
300	NTRK3	240	RB1,LRRK2,PTPRO,FMN2,ELFN2,KIF15,GRB14,NPY,NOS1,DLGAP2,NEFH,CHGB,TNS1,PDGFRB,PDGFRA,PKLR,IDH1,PLCL1,MAGI2,NPY1R,ANK2,PROX1,ANK3,PDZK1,L1CAM,PTPN13,ANK1,HSPG2,PARD3B,GAP43,PLCB4,TH,MAP1B,LHX1,PARD3,KCNMA1,PLCB1,SCG2,MET
301	EPHA7	240.3	LRRK2,PTPRO,FMN2,SDCBP,GRB14,TNS1,SPTBN2,PDGFRB,PDGFRA,PKLR,DST,PLCL1,MAGI2,ANK2,ANK3,PDZK1,L1CAM,PTPN13,ANK1,HSPG2,DUSP9,CIT,PARD3B,GAP43,PLCB4,PARD3,MAP1B,LHX1,PLCB1,MET,PLEC
302	RPS6KC1	240.6	RB1,PDGFRB,PDGFRA,DAXX,CDCA2,ACY1,LRRK2,PROX1,CIT,TGOLN2,RSL1D1,LATS2
303	CDK7	241.2	RB1,CDKN1C,TOP2A,CDCA2,UHRF1,LRRK2,PTPRO,FOXI1,NCAPG,PEPD,PHF8,BLNK,UBAP2L,ZNF687,PDGFRB,RANBP2,PDGFRA,DAXX,EAF2,ANK2,PROX1,PLEKHA7,CIT,ILF3,LATS2,ARHGEF7,MET,ARHGEF6
304	ACVR1B	241.9	RB1,CDKN1C,LRRK2,PTPRO,LRP2,NOS1,TNS1,PDGFRB,PDGFRA,PKLR,CAV2,PLCL1,PDZK1,PTPN13,HSPG2,PARD3B,LATS2,HNRNPK,PLCB4,NASP,PALLD,PARD3,LHX1,CDHR2,ACIN1,PLCB1,MET,TJP3,PLEC
305	SLK	243	BCLAF1,DAXX,PCM1,LATS2,LRRK2,STBD1,GPD1,PDZK1,ATP1B1,MET,CIT
306	MAPK15	244.7	ATP6V1A,LRRK2,PTPRO,FOXI1,HSPB1,FMN2,SIPA1L2,RAP1GAP,HSPD1,BLNK,MYH10,TNS1,SPTBN2,PDGFRB,PDGFRA,FCER1G,PLCL1,MAGI2,ANK2,ANK3,PTPN13,ANK1,DUSP9,SOD3,PLEKHA7,CIT,SLC9A3,SLC9A4,LATS2,PLCB4,TH,GPD1,PLCB1,ARHGEF7,MET
307	CDKL3	245.2	MTCH2,LATS2,NASP,LRRK2,MAP6,LZTS2,PLEKHA7,CIT
308	MAP3K4	245.2	RB1,PDGFRB,ATP6V1A,PDGFRA,DAXX,TBC1D9B,LRRK2,PTPRO,PTPN13,DUSP9,SOD3,CIT,ADGRG1,LATS2,TKFC,NPHS1,PARD3,GPD1,MAP7D2,SLC25A5,ARHGEF6
309	CDC42BPB	245.3	LRRK2,PTPRO,FMN2,KIF15,TGOLN2,PCM1,EPB41L1,SPDL1,DLGAP2,MYH10,SPTBN2,TNS1,PDGFRB,PKLR,DST,PLCL1,MAGI2,ZFP91,ANK2,ANK3,PDZK1,PTPN13,ANK1,HSPG2,DUSP9,MPP7,CIT,PARD3B,LATS2,PLCB4,NASP,PALLD,PARD3,MAP1B,ACIN1,DOCK2,ARHGEF7,PLCB1,ARHGEF6,PLEC
310	FLT4	245.7	PDGFRB,RB1,PDGFRA,CASR,TBC1D9B,LRRK2,PLCL1,PROX1,LRP2,PTPN13,HSPG2,PARD3B,PLCB4,PARD3,CA9,PLCB1,DOCK2,MET,TNS1
311	PHKG2	245.8	PDGFRB,ATP6V1A,PDGFRA,CALML3,HPS5,ANK1,ACSF2,CIT,HSPD1,LATS2,HNRNPK,NPHS1,COBLL1,DPEP1,SLC25A5,SLC27A2,NEFH,SLC17A3,PFKP,TNS1
312	MAP3K20	246.9	RB1,LRRK2,PTPRO,PRUNE2,PDGFRB,PDGFRA,DAXX,DST,PKLR,PLCL1,ANK2,ANK3,PDZK1,PTPN13,ANK1,HSPG2,CIT,PARD3B,LATS2,PLCB4,PARD3,PLCB1,MET,ARHGEF6
313	IRAK3	247.7	RB1,CDKN1C,UHRF1,LRRK2,PTPRO,PRUNE2,TRIOBP,HSPD1,PIK3R5,BLNK,TNS1,PDGFRB,PDGFRA,FCER1G,PKLR,PLCL1,EAF2,PROX1,PDZK1,OSMR,HDHD2,PTPN13,DUSP9,HSPG2,MPP7,PARD3B,VIL1,APBB1IP,LATS2,PLCB4,MAP1B,PARD3,ACIN1,PLCB1,DOCK2,MET
314	MAP3K11	248.9	RB1,CDKN1C,AHNAK,LRRK2,PRUNE2,PTPRO,HSPB1,TKFC,TNS1,PDGFRB,PDGFRA,DAXX,PKLR,PLCL1,AHNAK2,MYO7B,ANK2,ANK3,PDZK1,PTPN13,DUSP9,ANK1,HSPG2,CIT,PARD3B,LATS2,PLCB4,PARD3,PPIF,ARHGEF7,DOCK2,PLCB1,ARHGEF6,PLEC
315	RPS6KA6	249.1	HNRNPK,LATS2,GK,NASP,NPY1R,NHS,PROX1,KIAA1210,L1CAM,DUSP9,ARHGEF6
316	NUAK1	249.5	PDGFRB,RANBP2,PDGFRA,DAXX,UHRF1,SLC23A1,LRRK2,ANK2,ANK3,ATP1B1,HSPG2,SYNE2,LATS2,DDAH1,EPB41L1,PALLD,MAP1B,KCNMA1
317	WNK4	250.2	SLC12A3,SLC9A3,CASR,KCNMA1,SLC12A1,BSND,MYO7B,CLDN16,SLC4A4,PLEKHA7,TJP3
318	CSF1R	251.5	SCARB1,LRRK2,PTPRO,PEPD,RASAL3,PIK3R5,GRB14,TCOF1,BLNK,ZNF687,TNS1,PCK2,PDGFRB,PDGFRA,FCER1G,MME,IDH1,PLCL1,OSMR,HSPG2,APBB1IP,PLCB4,DOCK2,PLCB1,MET
319	SIK1	251.8	PDGFRB,SCARB1,LRRK2,USP2,HSPB1,ATP1B1,ACSF2,CIT,VIL1,LATS2,GRB14,PARD3,EPB41L3,BLNK,ACAA1,ARHGEF7,PCK2
320	PKDCC	252.3	LRRK2,PTPRO,PTH1R,LRP2,SIPA1L2,HSPD1,BASP1,TNS1,PDGFRB,PDGFRA,PKLR,PLCL1,ANK2,PDZK1,PTPN13,HSPG2,DUSP9,SOD3,CIT,PARD3B,PLCB4,PARD3,DPEP1,ALDOB,PLCB1
321	MAP3K3	252.4	PDGFRB,USP6NL,PDGFRA,DAXX,TBC1D9B,LRRK2,MYO7B,HSPB1,WRNIP1,FMN2,PTPN13,DUSP9,CIT,KIF15,LATS2,PITPNM3,KIF4A,GPD1,NOS1,SLC25A5,ARHGEF7,MYH10,TNS1
322	EPHB4	252.5	RB1,USP6NL,LRRK2,PTPRO,FMN2,PTH1R,SDCBP,TNS1,PDGFRB,PDGFRA,MME,PKLR,PLCL1,ANK2,ANK3,PDZK1,PROX1,PTPN13,ANK1,HSPG2,DUSP9,PARD3B,PLCB4,PARD3,KIF4A,ARHGEF7,PLCB1,MET,PLEC
323	DMPK	252.5	LAD1,TAGLN,LRRK2,PTPRO,HSPB1,FMN2,PEPD,PCM1,PRX,NOS1,TNS1,PDGFRB,PDGFRA,PKLR,EPHX2,PLCL1,MYO7B,ANK2,PDZK1,ATP1B1,PTPN13,ANK1,HSPG2,PRODH2,ACSF2,CIT,PARD3B,SLC9A3,LATS2,PLCB4,TH,PALLD,PARD3,PLCB1,PLEC
324	MAP3K13	254.1	RB1,PDGFRB,PDGFRA,DAXX,AHNAK,DST,LRRK2,ANK3,DUSP9,SYNE2,CIT,ILF3,LATS2,PARD3,LPIN2,ARHGEF6,SPTBN2,PLEC
325	MAP4K3	254.2	RB1,PDGFRB,ATP6V1A,PDGFRA,SLC36A2,LRRK2,ATP1B1,SIPA1L2,OSMR,DUSP9,CIT,LATS2,SLC7A8,DHX57,MAP7D2,BLNK,UBAP2L,LAMTOR1,DOCK2,PLCB1,ARHGEF6
326	PLK3	254.3	TOP2A,RB1,USP6NL,TBC1D9B,LRRK2,FOXI1,NCAPG,FMN2,BICD1,HSPD1,KIF15,PCM1,SPDL1,MYH10,TNS1,PDGFRB,PDGFRA,MAGI2,ANK2,ANK3,ANK1,DUSP9,CIT,CENPF,LATS2,NASP,KIF4A
327	MAP2K2	254.7	LRRK2,PTPRO,HSPB1,PTH1R,PIK3R5,PDLIM2,GRB14,BLNK,NOS1,MYH10,TNS1,PDGFRB,GSTM3,PDGFRA,DAXX,MME,NPNT,PTPN13,DUSP9,CIT,APBB1IP,LATS2,HNRNPK,PLCB4,GPD1,PLCB1,MET,RABL6
328	VRK1	254.8	RB1,TOP2A,CDCA2,UHRF1,LRRK2,NCAPG,RASAL3,KIF15,HSPD1,PHF8,SPDL1,NEFH,PDGFRB,RANBP2,PDGFRA,ZFP91,DUSP9,SOD3,CIT,CENPF,LATS2,NASP,KIF4A,PPIF,ACO1,LPIN2,PLEC
329	MAP2K5	255.1	RB1,MTCH2,LRRK2,PTPRO,HSPB1,PDLIM2,GRB14,CSPP1,NOS1,MYH10,TNS1,PDGFRB,PDGFRA,DAXX,MME,PTPN13,DUSP9,CIT,LATS2,HNRNPK,TH,MAP1B,GPD1,ACO1,MET
330	PRKACB	255.6	ATP6V1A,LRRK2,PTPRO,FOXI1,NDUFA4L2,WIZ,CALML3,ARHGEF10L,SDCBP,GRB14,NOS1,ZNF687,MYH10,NEFH,SPTBN2,PDGFRB,PDGFRA,SLC6A19,PKLR,PLCL1,ZFP91,ANK2,ATP1B1,PTPN13,MLF1,CIT,HNRNPK,LATS2,PLCB4,TH,PARD3,PITPNM3,KCNMA1,GPD1,SLC25A5,PLCB1,MET,FBP1,LPIN2,FBP2
331	MKNK1	257	PDGFRB,PDGFRA,DAXX,LATS2,HNRNPK,AHNAK,LRRK2,HSPB1,CALML3,CIT
332	PIP5K1A	259	ATP6V1A,GK,PLCL1,WIZ,ANK2,PDZK1,PIK3R5,PARD3B,PLCB4,PARD3,PITPNM3,PLCB1,MYH10,MET,PFKP,RABL6
333	EPHA3	259.3	LRRK2,PTPRO,FMN2,TNS1,PDGFRB,PDGFRA,TMEM132E,PKLR,IDH1,PLCL1,ANK2,ANK3,PDZK1,OSMR,PTPN13,ANK1,HSPG2,SOD3,PARD3B,CIT,GAP43,PLCB4,PARD3,PLCB1,MET,PLEC
334	KALRN	259.7	RB1,LRRK2,ARHGEF10L,RAP1GAP,PCM1,NOS1,DLGAP2,MYH10,SPTBN2,PDGFRB,PDGFRA,DAXX,CASR,TMEM132E,DST,MAGI2,MYO7B,AMT,ANK2,ANK3,L1CAM,ATP1B1,ANK1,HSPG2,MPP7,PLEKHA7,CIT,PLCB4,LATS2,TH,NASP,NPHS1,MAP1B,PARD3,LHX1,ALPK2,ARHGEF7,DOCK2,MET,RABL6,ARHGEF6,PLEC
335	AKT3	259.9	RB1,LRRK2,PTPRO,HSPB1,FMN2,PIK3R5,KIF15,BLNK,NOS1,PCK1,TNS1,PDGFRB,PDGFRA,GSTM3,PKLR,IDH1,PLCL1,SORD,ANK2,ANK3,PDZK1,PTPN13,ANK1,HSPG2,PRODH2,MPP7,PARD3B,LATS2,PLCB4,PALLD,MAP1B,PARD3,ACIN1,ARHGEF7,PLCB1,MET,ARHGEF6
336	PDK2	260.5	TOP2A,LRRK2,NCAPG,HSPD1,PCK1,ZNF687,HAO2,TNS1,PCK2,PDGFRB,SLC13A3,PKLR,EPHX2,IDH1,SORD,SOD3,ACSF2,SUCLA2,PSAT1,GPD1,ACO1,ALDOB,FBP1,FBP2,PFKP
337	TP53RK	263	TOP2A,DAXX,SLC13A3,LRRK2,SLC3A1,ANK2,ANK3,FAM169A,HSPD1,CIT,HNRNPK,MAP1B,SLC25A5,MET,NEFH,MYH10
338	KSR2	263.6	LRRK2,PTPRO,WIZ,FMN2,PTDSS1,MAP6,TNS1,SPTBN2,PDGFRB,TMEM132E,PKLR,PLCL1,MAGI2,ANK2,ANK3,PDZK1,PTPN13,HSPG2,CIT,PARD3B,APBB1IP,SLC9A3,SLC9A4,PLCB4,MAP1B,PARD3,PLCB1,DOCK2,SLC27A2
339	PRAG1	264	PDGFRB,LATS2,CHGB
340	RYK	264	RB1,PDGFRB,PDGFRA,LRRK2,ANK2,ANK3,L1CAM,ATP1B1,ANK1,HSPG2,SOD3,LATS2,PLCB4,PARD3,MET
341	NRBP1	264.3	PDGFRA,DAXX,LATS2,SALL3,DPEP1,MLF1,CIT
342	PEAK1	265	PDGFRB,TGOLN2,PDGFRA,LATS2,LRRK2
343	MKNK2	265.1	GSTM3,DAXX,SLC43A2,UHRF1,LRRK2,USP2,PALM3,HSPB1,CALML3,CIT,LATS2,MAP1B,FBP2,PLEC
344	CDK13	265.4	RB1,RANBP2,PDGFRB,USP6NL,PDGFRA,DAXX,MTCH2,DST,GK,LRRK2,USP2,CALML3,ANK1,CIT,PHF8,ILF3,BCLAF1,LATS2,SLC7A8,PPIF,MYH10
345	PRPF4B	266.3	RB1,RANBP2,GK,AGXT2,LRRK2,FOXI1,PTPN13,DUSP9,SYNE2,CIT,PARD3B,RSL1D1,PCM1,BCLAF1,HNRNPK,LATS2,SUCLA2,CSPP1,EPB41L3,TNS1,PLEC
346	PRKG2	266.4	LRRK2,NCAPG,FMN2,SLC4A4,PCM1,EPB41L1,EPB41L3,NOS1,PDGFRB,SLC6A19,IDH1,SLC12A1,PDZK1,ATP1B1,CIT,AGMAT,SLC9A3,SLC9A4,LATS2,PLCB4,KCNMA1,DPEP1,PLIN2,PLCB1,MET,LPIN2
347	PDK4	267.2	TOP2A,SCARB1,LRRK2,HSPD1,NPY,PCK1,ACAA1,HAO2,MYH10,TNS1,PCK2,DST,GK,PKLR,EPHX2,IDH1,SOD3,ACSF2,ASS1,PPP1R3G,FABP1,SUCLA2,PSAT1,GPD1,PPIF,PLIN2,ACO1,ALDOB,SLC25A5,FBP1,SLC27A2,LPIN2,FBP2,PFKP
348	PDK3	267.4	TOP2A,SLC43A2,LRRK2,NDUFA4L2,HSPD1,NHS,CA9,PCK1,HAO2,PCK2,GK,PKLR,EPHX2,IDH1,SOD3,SPCS2,SUCLA2,GJB1,PSAT1,KIF4A,GPD1,MAP7D2,ACO1,ALDOB,FBP1,FBP2,PFKP
349	NEK1	268.7	RB1,LRRK2,MYO7B,HPS5,CIT,RSL1D1,ILF3,PCM1,CENPF,LATS2,PARD3,CSPP1,MAP7D2,SLC25A5
350	GRK3	268.9	PDGFRB,HNRNPK,LRRK2,NPY1R,ATP6V1B2,HSPB1,CALML3,SLC25A5,PLCB1,HSPG2,CHGB
351	PRKACG	270.7	ATP6V1A,LRRK2,PTPRO,FOXI1,NDUFA4L2,WIZ,CALML3,HSPD1,SDCBP,GRB14,NOS1,ZNF687,MYH10,SPTBN2,PDGFRB,PDGFRA,SLC6A19,PKLR,ZFP91,ATP1B1,PTPN13,DUSP9,MLF1,LATS2,PLCB4,TH,PARD3,PITPNM3,KCNMA1,CLDN16,SLC25A5,PLCB1,FBP1,MET,LPIN2,FBP2
352	ACVR1C	271	RB1,PTPRO,CALML3,AKAP12,GRB14,TNS1,PDGFRB,PDGFRA,PKLR,PLCL1,NPY1R,ANK2,PDZK1,ATP1B1,PTPN13,ANK1,HSPG2,CIT,PARD3B,LATS2,HNRNPK,PLCB4,MAP1B,PARD3,PLCB1,TJP3,PLEC
353	CDK17	272.5	RB1,CDKN1C,TOP2A,ATP6V1A,LRRK2,PTPRO,FOXI1,NCAPG,FMN2,KIF15,HSPD1,PDLIM2,MYH10,TNS1,RANBP2,IRX1,IRX2,SLC13A3,ANK2,ANK3,ATP1B1,PTPN13,ANK1,DUSP9,SOD3,MPP7,HNRNPK,LATS2,NASP,PITPNM3,KIF4A,LHX1,LPIN2
354	TAOK1	272.6	PDGFRB,RANBP2,ATP6V1A,PDGFRA,AHNAK,LRRK2,MAGI2,PLEKHA7,CIT,PARD3B,CENPF,LATS2,PARD3,ATP6V1B2,SPDL1,GPRC5C
355	TRIB1	273.2	RB1,ATP6V1A,PECR,LRRK2,CALML3,FMN2,PEPD,HSPD1,PHF8,GRB14,COBLL1,TNS1,PDGFRB,PDGFRA,DAXX,MICAL3,SORD,ANK2,PROX1,ANK3,ANK1,DUSP9,MPP7,CIT,FABP1,LATS2,NPHS1,GPD1,MXRA7,ALDOB,FBP1,MET
356	CDK19	273.5	RB1,PARP4,PLCL1,LRRK2,FOXI1,CALML3,PLEKHA7,AKAP12,ILF3,PLCB4,CSPP1,PCK1,ARHGEF7,PLCB1,ARHGEF6
357	STK40	274.1	PDGFRB,ATP6V1A,LRRK2,CALML3,ANK2,ANK3,NPNT,ANK1,DUSP9,ACSF2,PHF8,CIT,LATS2,GPD1,FBP1,MET,TNS1
358	COQ8A	274.4	ALDH4A1,LAD1,SUCLA2,NPHS2,LRRK2,FDX1,USP2,SLC25A5,ACSF2,SPTBN2,HSPD1
359	MAST1	274.5	TOP2A,ALDH1L1,LRRK2,FOXI1,WIZ,FMN2,ELFN2,SYNE2,HSPD1,SDCBP,SALL3,NOS1,ZNF687,MYH10,CHGB,TNS1,PDGFRB,PDGFRA,DAXX,MAGI2,MYO7B,MICAL3,AP3D1,ZFP91,ANK2,ANK1,DUSP9,CIT,AGMAT,ALDH4A1,ALDH6A1,GAP43,LATS2,ILVBL,PARD3,PITPNM3,GPD1,MXRA7,LPIN2
360	TNNI3K	276.9	RB1,MTCH2,ACY1,LRRK2,PTPRO,NCAPG,PCM1,COBLL1,BLNK,PDGFRB,PDGFRA,DAXX,PKLR,PLCL1,ANK2,ANK3,PDZK1,PTPN13,ANK1,HSPG2,CIT,PARD3B,APBB1IP,PLCB4,PARD3,PLCB1,ARHGEF7,MET,PFKP
361	CDC42BPG	277	LRRK2,PTPRO,CALML3,FMN2,TRIOBP,KIF15,TGOLN2,PCM1,EPB41L1,EPB41L3,MYH10,SPTBN2,TNS1,PDGFRB,PDGFRA,PKLR,PLCL1,ANK2,PDZK1,CGN,PTPN13,ANK1,HSPG2,DUSP9,PLEKHA7,MPP7,ASS1,CIT,PARD3B,LATS2,PLCB4,MAP1B,PARD3,DOCK2,PLCB1,SLC27A2,TJP3,PLEC
362	STK33	277.2	MTCH2,LRRK2,COBLL1,CALML3,CIT
363	STK16	278.3	RB1,PDGFRB,PDGFRA,ALDH1L1,PKLR,UHRF1,LRRK2,PTH1R,PEPD,DUSP9,ALDH4A1,FABP1,BLNK,ACIN1,PLCB1,MET
364	PIK3R4	279.3	LRRK2,ANK2,ANK3,ANK1,CIT,PIK3R5,TGOLN2,LATS2,GJB1,PPIF,ARHGEF7,ZNF687,PLCB1,TNS1
365	TRIO	280	RB1,USP6NL,LRRK2,NCAPG,ARHGEF10L,CALML3,BCLAF1,ACAA1,DLGAP2,HAO2,MYH10,SPTBN2,PDGFRB,DAXX,CASR,DST,AMT,ANK2,ANK3,HSPG2,MPP7,LATS2,ARHGEF7,DOCK2,MET,RABL6,ARHGEF6,PLEC
366	EPHA6	280.3	LRRK2,PTPRO,FMN2,ADGRG1,GRB14,EPB41L1,NPY,TNS1,SPTBN2,PDGFRB,PDGFRA,PKLR,PLCL1,MAGI2,ANK2,ANK3,PDZK1,PTPN13,ANK1,HSPG2,PLEKHA7,CIT,PARD3B,PLCB4,MAP1B,PARD3,PLCB1,MET
367	CAMKK2	280.4	RB1,PDGFRB,PDGFRA,CASR,TBC1D9B,LRRK2,MYO7B,CALML3,ARHGEF10L,FMN2,L1CAM,SOGA1,CIT,HSPD1,LATS2,NPY,MAP7D2,LAMTOR1,NOS1,ARHGEF7,TNS1,PCK2
368	STK17A	280.5	RB1,UHRF1,SLC23A1,LRRK2,PRUNE2,PTPRO,NCAPG,CALML3,BCLAF1,BASP1,SALL3,CSPP1,BLNK,UBAP2L,MYH10,RANBP2,PDGFRB,PDGFRA,DAXX,HNRNPK,MAP1B,ACIN1,PLIN2,SLC25A5,ARHGEF7,MET
369	EIF2AK3	281.9	RB1,LRRK2,HSPB1,HSPD1,PCM1,PRX,NOS1,TNS1,PDGFRB,PDGFRA,CASR,CAV2,IDH1,PROX1,L1CAM,ATP1B1,PTPN13,DUSP9,FABP1,ILF3,SLC9A4,GAP43,LATS2,TH,MET,PFKP
370	WNK2	282.2	SLC12A3,USP2,SLC12A1,ANK2,ANK3,ANK1,RAP1GAP,CIT,PARD3B,LATS2,DDAH1,EPB41L1,KCNMA1,SPDL1,ZNF687,CHGB,SPTBN2
371	MAP3K9	282.3	RB1,PECR,AHNAK,LRRK2,PTPRO,TCOF1,DLGAP2,SPTBN2,PDGFRB,PDGFRA,DAXX,PKLR,PLCL1,MYO7B,ANK2,ANK3,PDZK1,PTPN13,DUSP9,ANK1,HSPG2,MPP7,PLEKHA7,PARD3B,LATS2,PLCB4,NPHS1,PARD3,KCNMA1,ARHGEF7,PLCB1,ARHGEF6
372	WNK3	282.5	SLC9A3,SLC12A3,EPB41L1,KCNMA1,SLC12A1,BSND,CLDN16,SPDL1,SOD3,CIT,PHF8
373	MAP3K8	282.7	PDGFRB,PDGFRA,SCARB1,CASR,LRRK2,DUSP9,CIT,PIK3R5,LATS2,PALLD,CSPP1,ACIN1,TNS1
374	PHKG1	282.8	PDGFRB,ATP6V1A,PKLR,MICAL3,CALML3,ACSF2,CIT,PPP1R3G,LATS2,PLCB4,SUCLA2,NPHS1,PCK1,SLC27A2,FBP2,SLC17A3,PCK2
375	CLK1	282.9	PDGFRB,RB1,IRX1,PDGFRA,GK,UHRF1,LRRK2,PTPRO,ATP1B1,PTPN13,DUSP9,HSPD1,BCLAF1,BLNK,ACIN1,ARHGEF7,MET,TNS1
376	DDR2	283.2	PDGFRB,PDGFRA,TAGLN,LRRK2,IDH1,ANK2,SLC16A10,HSPG2,PLEKHA7,LATS2,GRB14,DDAH1,BLNK,ALPK2,ARHGEF7,PLCB1,MET,TNS1
377	HASPIN	285.2	TOP2A,CDCA2,UHRF1,NCAPG,ANK2,MLF1,KIF15,PHF8,CENPF,TKFC,NASP,KIF4A,SPDL1
378	RPS6KA4	288.7	PDGFRB,PDGFRA,CENPF,LATS2,PDLIM2,NASP,LRRK2,HSPB1,L1CAM,CIT,PLEC
379	LMTK2	289.6	RB1,PDGFRB,TGOLN2,PDGFRA,LATS2,LRRK2,MAP6,DOCK2,BICD1
380	MAP3K12	289.7	PDGFRB,RB1,PDGFRA,DAXX,DST,LRRK2,DUSP9,SYNE2,LATS2,MAP1B,MAP7D2,ARHGEF6,SPTBN2,PLEC
381	MAP3K6	289.8	PDGFRB,USP6NL,PDGFRA,DAXX,LRRK2,ANK2,RASAL3,DUSP9,ANK1,HSPD1,CIT,MT2A,LATS2,NPHS1,PITPNM3,MET,LPIN2,ARHGEF6,PLEC
382	NPR1	290.5	RB1,CALML3,AKAP12,NPY,BSND,NOS1,PDGFRB,SLC12A3,CASR,MME,PKLR,EPHX2,SLC12A1,NPY1R,SORD,ATP1B1,PLEKHA7,CIT,SLC9A3,LATS2,TH,NPHS1,DDAH1,KCNMA1,MET
383	ROS1	291.2	LRRK2,PTPRO,FOXI1,GRB14,BSND,NOS1,TNS1,PDGFRB,RANBP2,PDGFRA,CASR,PKLR,IDH1,PLCL1,PDZK1,PTPN13,HSPG2,DUSP9,AGMAT,PARD3B,PLCB4,PALLD,PARD3,PLCB1,DOCK2,MET
384	MAP3K10	292	RB1,CDKN1C,MTCH2,LRRK2,PTPRO,CALML3,FMN2,DLGAP2,TNS1,PDGFRB,PDGFRA,DAXX,PKLR,PLCL1,MYO7B,ANK2,ANK3,PDZK1,PTPN13,DUSP9,ANK1,HSPG2,CIT,PARD3B,LATS2,PLCB4,NPHS1,PARD3,ARHGEF7,PLCB1,ARHGEF6
385	MAP3K19	292.3	PDGFRB,USP6NL,PDGFRA,TBC1D9B,LRRK2,MYO7B,FMN2,PEPD,DUSP9,CIT,KIF15,MZT2B,LATS2,GRB14,COBLL1,KIF4A,GPD1,MYH10,TNS1
386	STK38L	292.8	RB1,TOP2A,PDGFRB,PDGFRA,AHNAK,LRRK2,FOXI1,MYO7B,ZFP91,WIZ,ATP1B1,DUSP9,CIT,HSPD1,LATS2,GPD1,ATP6V1B2,ZNF687,PLCB1,MYH10,MET,TNS1
387	DYRK3	293	RB1,PDGFRB,DAXX,GK,AGXT2,LRRK2,ANK2,ARHGEF10L,ANK3,ANK1,DUSP9,BICD1,CIT,HSPD1,LATS2,CSPP1,ACIN1,MAP6,TNS1
388	STK26	293	SLC9A3,LATS2,GRB14,TCOF1,LRRK2,PARD3,SLC25A5,DUSP9,CIT,TNS1
389	TLK2	293.2	RB1,PDGFRA,NCAPG,WRNIP1,PHF8,KIF15,MZT2B,NASP,TCOF1,COBLL1,CSPP1,KIF4A,UBAP2L,DLGAP2,GPRC5C
390	TTBK1	293.8	LRRK2,PTH1R,RASAL3,RAP1GAP,DDN,TCEAL2,MAP6,DLGAP2,NEFH,CHGB,SPTBN2,RANBP2,TMEM132E,PLCL1,MAGI2,USP2,ANK2,ANK3,DUSP9,SOD3,CIT,GAP43,LATS2,MAP1B,PITPNM3,PPIF,SLC22A8,SCG2
